"","Text"
"444","COOPER: Secretary...</p><p>"
"445","CLINTON: How are we going to get health care for everybody...</p><p>(CROSSTALK) </p><p>"
"446","COOPER: Secretary Clinton, Secretary Clinton, with all due respect, it's a little hard -- I mean, isn't it a little bit hard to call this just a partisan issue? There's an FBI investigation, and President Obama himself just two days ago said this is a legitimate issue. </p><p>"
"447","CLINTON: Well, I never said it wasn't legitimate. I said that I have answered all the questions and I will certainly be doing so again before this committee. </p><p>But I think it would be really unfair not to look at the entire picture. This committee has spent $4.5 million of taxpayer money, and they said that they were trying to figure out what we could do better to protect our diplomats so that something like Benghazi wouldn't happen again. There were already seven committee reports about what to do. So I think it's pretty clear what their obvious goal is. </p><p>"
"448","COOPER: Thank you. </p><p>"
"449","CLINTON: But I'll be there. I'll answer their questions. But tonight, I want to talk not about my e-mails, but about what the American people want from the next president of the United States. </p><p>(APPLAUSE)</p><p>"
"450","COOPER: Senator Sanders?</p><p>"
"451","SANDERS: Let me say this.</p><p>(APPLAUSE)</p><p>Let me say -- let me say something that may not be great politics. But I think the secretary is right, and that is that the American people are sick and tired of hearing about your damn e-mails. </p><p>(APPLAUSE)</p><p>"
"452","CLINTON: Thank you. Me, too. Me, too. </p><p>"
"453","SANDERS: You know? The middle class -- Anderson, and let me say something about the media, as well. I go around the country, talk to a whole lot of people. Middle class in this country is collapsing. We have 27 million people living in poverty. We have massive wealth and income inequality. Our trade policies have cost us millions of decent jobs. The American people want to know whether we're going to have a democracy or an oligarchy as a result of Citizens Union. Enough of the e-mails. Let's talk about the real issues facing America. </p><p>(APPLAUSE) </p><p>"
"454","CLINTON: Thank you, Bernie. Thank you. </p><p>(APPLAUSE)</p><p>"
"455","COOPER: It's obviously very popular in this crowd, and it's -- hold on. </p><p>(APPLAUSE) </p><p>I know that plays well in this room. But I got to be honest, Governor Chafee, for the record, on the campaign trail, you've said a different thing. You said this is a huge issue. Standing here in front of Secretary Clinton, are you willing to say that to her face? </p><p>"
"456","CHAFEE: Absolutely. We have to repair American credibility after we told the world that Saddam Hussein had weapons of mass destruction, which he didn't. So there's an issue of American credibility out there. So any time someone is running to be our leader, and a world leader, which the American president is, credibility is an issue out there with the world. And we have repair work to be done. I think we need someone that has the best in ethical standards as our next president. That's how I feel. </p><p>"
"457","COOPER: Secretary Clinton, do you want to respond? </p><p>"
"458","CLINTON: No. </p><p>"
"459","COOPER: Governor -- Governor...</p><p>(APPLAUSE) </p><p>Governor O'Malley...</p><p>(APPLAUSE) </p><p>Governor, it's popular in the room, but a lot of people do want to know these answers.</p><p>Governor O'Malley, you expressed concern on the campaign trail that the Democratic Party is, and I quote, ""being defined by Hillary Clinton's email scandal.""</p><p>You heard her answer, do you still feel that way tonight?</p><p>O'"
"460","MALLEY: I believe that now that we're finally having debates, Anderson, that we don't have to be defined by the email scandal, and how long -- what the FBI's asking about. Instead, we can talk about affordable college, making college debt free, and all the issues. Which is why -- and I see the chair of the DNC here, look how glad we are actually to be talking about the issues that matter the most to people around the kitchen table.</p><p>We need to get wages to go up, college more affordable...</p><p>"
"461","COOPER: ...Thank you, governor.</p><p>O'"
"462","MALLEY: ...we need to make American 100 percent clean electric by 2050.</p><p>"
"463","COOPER: I want to talk about issues of race in America, for that I want to start of with Don Lemon.</p><p>DON LEMON, CNN "
"464","ANCHOR: Alright, Anderson, thank you very much. I'm not sure how to follow that, but this question is about something that has tripped some of the candidates up out on the campaign trail. Can you hear me?</p><p>Can't hear me in the room. OK, here we go again, as I said...</p><p>"
"465","WILKINS: ...law school. My question for the candidates is, do black lives matter, or do all lives matter?</p><p>"
"466","COOPER: The question from Arthur...</p><p>"
"467","LEMON: ...There we go...</p><p>"
"468","COOPER: ...Do black lives matter, or do all lives matter? Let's put that question to Senator Sanders.</p><p>"
"469","SANDERS: Black lives matter.</p><p>(CHEERING)</p><p>"
"470","SANDERS: And the reason -- the reason those words matter is the African American community knows that on any given day some innocent person like Sandra Bland can get into a car, and then three days later she's going to end up dead in jail, or their kids...</p><p>(APPLAUSE)</p><p>"
"471","SANDERS: ...are going to get shot. We need to combat institutional racism from top to bottom, and we need major, major reforms in a broken criminal justice system...</p><p>(APPLAUSE)</p><p>"
"472","SANDERS: ...In which we have more people in jail than China. And, I intended to tackle that issue. To make sure that our people have education and jobs rather than jail cells.</p><p>(APPLAUSE)</p><p>"
"473","COOPER: Governor O'Malley, the question from Arthur was do black lives matter, or do all lives matter?</p><p>O'"
"474","MALLEY: Anderson, the point that the Black Lives Matter movement is making is a very, very legitimate and serious point, and that is that as a nation we have undervalued the lives of black lives, people of color.</p><p>When I ran for Mayor of Baltimore -- and we we burying over 350 young men ever single year, mostly young, and poor, and black, and I said to our legislature, at the time when I appeared in front of them as a mayor, that if we were burying white, young, poor men in these number we would be marching in the streets and there would be a different reaction.</p><p>Black lives matter, and we have a lot of work to do to reform our criminal justice system, and to address race relations in our country.</p><p>(APPLAUSE)</p><p>"
"475","COOPER: Secretary Clinton, what would you do for African Americans in this country that President Obama couldn't?</p><p>"
"476","CLINTON: Well, I think that President Obama has been a great moral leader on these issues, and has laid out an agenda that has been obstructed by the Republicans at every turn, so...</p><p>(APPLAUSE)</p><p>"
"477","CLINTON: ...So, what we need to be doing is not only reforming criminal justice -- I have talked about that at some length, including things like body cameras, but we also need to be following the recommendations of the commissioner that President Obama empanelled on policing. There is an agenda there that we need to be following up on.</p><p>Similarly, we need to tackle mass incarceration, and this may be the only bi-partisan issue in the congress this year. We actually have people on both sides of the aisle who have reached the same conclusion, that we can not keep imprisoning more people than anybody else in the world.</p><p>But, I believe that the debate, and the discussion has to go further, Anderson, because we've got to do more about the lives of these children. That's why I started off by saying we need to be committed to making it possible for every child to live up to his or her god given potential. That is...</p><p>"
"478","COOPER: ...Thank you, Senator...</p><p>"
"479","CLINTON: ...really hard to do if you don't have early childhood education...</p><p>"
"480","COOPER: Senator...</p><p>"
"481","CLINTON: ...if you don't have schools that are able to meet the needs of the people, or good housing, there's a long list...</p><p>(APPLAUSE)</p><p>"
"482","CLINTON: ...We need a new New Deal for communities of color...</p><p>"
"483","COOPER: Senator Webb?</p><p>"
"484","WEBB: I hope I can get that kind of time here. As a President of the United States, every life in this country matters. At the same time, I believe I can say to you, I have had a long history of working with the situation of African Americans.</p><p>We're talking about criminal justice reform, I risked my political life raising the issue of criminal justice reform when I ran for the Senate in Virginia in 2006. I had democratic party political consultants telling me I was committing political suicide.</p><p>We led that issue in the congress. We started a national debate on it. And it wasn't until then that the Republican Party started joining in.</p><p>I also represented a so-called war criminal, an African American Marine who was wounded -- who was convicted of murder in Vietnam, for six years. He took his life three years into this. I cleared his name after -- after three years. </p><p>"
"485","COOPER: Thanks, sir.</p><p>"
"486","WEBB: And I put the African American soldier on the Mall. I made that recommendation and fought for it. So, if you want someone who is -- can stand up in front of you right now and say I have done the hard job, I have taken the risks, I am your person.</p><p>"
"487","COOPER: Senator Sanders, let's talk about income inequality. Wages and incomes are flat. You've argued that the gap between rich and poor is wider than at any time since the 1920s. We've had a Democratic president for seven years. What are you going to be able to do that President Obama didn't?</p><p>"
"488","SANDERS: Well, first of all, let's remember where we were when Bush left office. We were losing 800,000 jobs a month. And I know my Republican friends seem to have some amnesia on this issue, but the world's financial crisis was on -- the world's financial markets system was on the verge of collapse. That's where we were.</p><p>Are we better off today than we were then? Absolutely. But the truth is that for the 40 years, the great middle class of this country has been disappearing. And in my view what we need to do is create millions of jobs by rebuilding our crumbling infrastructure; raise the minimum wage to $15 an hour; pay equity for women workers; and our disastrous trade policies, which have cost us millions of jobs; and make every public college and university in this country tuition free.</p><p>(APPLAUSE)</p><p>"
"489","COOPER: Secretary Clinton...</p><p>(CROSSTALK)</p><p>"
"490","COOPER: I'll let you jump in a moment. Everybody will get in on this in a moment.</p><p>Secretary Clinton, how would you address this issue? In all candor, you and your husband are part of the one percent. How can you credibly represent the views of the middle class?</p><p>"
"491","CLINTON: Well, you know, both Bill and I have been very blessed. Neither of us came from wealthy families and we've worked really hard our entire lives. And I want to make sure every single person in this country has the same opportunities that he and I have had, to make the most of their God-given potential and to have the chances that they should have in America for a good education, good job training, and then good jobs.</p><p>I have a five point economic plan, because this inequality challenge we face, we have faced it at other points. It's absolutely right. It hasn't been this bad since the 1920s. But if you look at the Republicans versus the Democrats when it comes to economic policy, there is no comparison. The economy does better when you have a Democrat in the White House and that's why we need to have a Democrat in the White House in January 2017.</p><p>"
"492","COOPER: Governor O'Malley, (inaudible). O'"
"493","MALLEY: Yes. Anderson, I want to associate myself with many of the items that the senator from Vermont mentioned, and I actually did them in our state. We raised the minimum wage, passed the living wage, invested more in infrastructure, went four years in a row without a penny's increase in college tuition.</p><p>But there's another piece that Senator Sanders left out tonight, but he's been excellent about underscoring that. And that is that we need to separate the casino, speculative, mega-bank gambling that we have to insure with our money, from the commercial banking -- namely, reinstating Glass-Steagall.</p><p>Secretary Clinton mentioned my support eight years ago. And Secretary, I was proud to support you eight years ago, but something happened in between, and that is, Anderson, a Wall Street crash that wiped out millions of jobs and millions of savings for families. And we are still just as vulnerable Paul Volcker says today.</p><p>We need to reinstate Glass-Steagall and that's a huge difference on this stage among us as candidates.</p><p>"
"494","COOPER: Just for viewers at home who may not be reading up on this, Glass-Steagall is the Depression-era banking law repealed in 1999 that prevented commercial banks from engaging in investment banking and insurance activities.</p><p>Secretary Clinton, he raises a fundamental difference on this stage. Senator Sanders wants to break up the big Wall Street banks. You don't. You say charge the banks more, continue to monitor them. Why is your plan better?</p><p>"
"495","CLINTON: Well, my plan is more comprehensive. And frankly, it's tougher because of course we have to deal with the problem that the banks are still too big to fail. We can never let the American taxpayer and middle class families ever have to bail out the kind of speculative behavior that we saw.</p><p>But we also have to worry about some of the other players -- AIG, a big insurance company; Lehman Brothers, an investment bank. There's this whole area called ""shadow banking."" That's where the experts tell me the next potential problem could come from.</p><p>"
"496","CLINTON: So I'm with both Senator Sanders and Governor O'Malley in putting a lot of attention onto the banks. And the plan that I have put forward would actually empower regulators to break up big banks if we thought they posed a risk. But I want to make sure we're going to cover everybody, not what caused the problem last time, but what could cause it next time.</p><p>(CROSSTALK) </p><p>"
"497","COOPER: Senator Sanders, Secretary Clinton just said that her policy is tougher than yours. </p><p>"
"498","SANDERS: Well, that's not true. </p><p>(LAUGHTER) </p><p>"
"499","COOPER: Why? </p><p>"
"500","SANDERS: Let us be clear that the greed and recklessness and illegal behavior of Wall Street, where fraud is a business model, helped to destroy this economy and the lives of millions of people. </p><p>(APPLAUSE) </p><p>Check the record. In the 1990s -- and all due respect -- in the 1990s, when I had the Republican leadership and Wall Street spending billions of dollars in lobbying, when the Clinton administration, when Alan Greenspan said, ""what a great idea it would be to allow these huge banks to merge,"" Bernie Sanders fought them, and helped lead the opposition to deregulation. </p><p>(APPLAUSE) </p><p>Today, it is my view that when you have the three... </p><p>"
"501","COOPER: Senator... </p><p>"
"502","SANDERS: ...largest banks in America -- are much bigger than they were when we bailed them out for being too big to fail, we have got to break them up. </p><p>(APPLAUSE)</p><p>"
"503","COOPER: Secretary Clinton, you have to be able to respond. He brought you up. </p><p>"
"504","CLINTON: Yeah. </p><p>You know, I -- I respect the passion an intensity. I represented Wall Street, as a senator from New York, and I went to Wall Street in December of 2007 -- before the big crash that we had -- and I basically said, ""cut it out! Quit foreclosing on homes! Quit engaging in these kinds of speculative behaviors."" </p><p>I took on the Bush administration for the same thing. So I have thought deeply and long about what we're going to do to do exactly what I think both the senator and the governor want, which is to rein in and stop this risk. </p><p>And my plan would have the potential of actually sending the executives to jail. Nobody went to jail after $100 billion in fines were paid... </p><p>(APPLAUSE) </p><p>"
"505","COOPER: (inaudible) </p><p>"
"506","CLINTON: ...and would give regulators the authority to go after the big banks. </p><p>"
"507","COOPER: Thank you. Thank you. Senator Sanders... </p><p>"
"508","CLINTON: But I'm telling you -- I will say it tonight. If only you look at the big banks, you may be missing the forest for the trees. </p><p>(CROSSTALK) </p><p>"
"509","WEBB: Bernie, say my name so I can get into this. </p><p>"
"510","SANDERS: I will, just a second. </p><p>"
"511","WEBB: OK. Thank you. </p><p>(LAUGHTER) </p><p>"
"512","SANDERS: I'll tell him. </p><p>In my view, Secretary Clinton, you do not -- Congress does not regulate Wall Street. Wall Street regulates Congress. </p><p>(APPLAUSE) </p><p>And we have gotta break off these banks. Going to them... </p><p>"
"513","CLINTON: So... </p><p>"
"514","SANDERS: ...and saying, ""please, do the right thing""... </p><p>"
"515","CLINTON: ...no, that's not what... </p><p>"
"516","SANDERS: ...is kind of naive. </p><p>"
"517","CLINTON: ...that -- I think Dodd-Frank was a very... </p><p>"
"518","WEBB: Anderson, I need to jump in (inaudible). </p><p>"
"519","CLINTON: ...good start, and I think that we have to implement it. We have to prevent the Republicans from ripping it apart. We have to save the Consumer Financial Protection board, which is finally beginning to act to protect consumers. </p><p>(APPLAUSE) </p><p>We have work to do. You've got no argument from me. But I know, if we don't come in with a very tough and comprehensive approach, like the plan I'm recommending, we're going to be behind instead of ahead... </p><p>"
"520","COOPER: Governor O'Malley? Where do you stand? </p><p>"
"521","CLINTON: ...on what the next crisis could be.</p><p>O'"
"522","MALLEY: Anderson, look, this is -- the big banks -- I mean, once we repealed Glass-Steagall back in the late 1999s (ph), the big banks, the six of them, went from controlling, what, the equivalent of 15 percent of our GDP to now 65 percent of our GDP. </p><p>And -- (inaudible) right before this debate, Secretary Clinton's campaign put out a lot of reversals on positions on Keystone and many other things. But one of them that we still have a great difference on, Madam Secretary, is that you are not for Glass-Steagall. </p><p>You are not for putting a firewall between this speculative, risky shadow banking behavior. I am, and the people of our country need a president who's on their side, willing to protect the Main Street economy from recklessness on Wall Street. </p><p>We have to fulfill... </p><p>"
"523","COOPER: Secretary Clinton... </p><p>O'"
"524","MALLEY: ...our promise. </p><p>"
"525","COOPER: I have to let you respond. </p><p>(APPLAUSE) </p><p>"
"526","CLINTON: Well, you know, everybody on this stage has changed a position or two. We've been around a cumulative quite some period of time. </p><p>(LAUGHTER) </p><p>You know, we know that if you are learning, you're going to change your position. I never took a position on Keystone until I took a position on Keystone. </p><p>But I have been on the forefront of dealing with climate change, starting in 2009, when President Obama and I crashed (ph) a meeting with the Chinese and got them to sign up to the first international agreement to combat climate change that they'd ever joined. </p><p>So I'm... </p><p>"
"527","COOPER: Thank you. </p><p>"
"528","CLINTON: ...not taking a back seat to anybody on my values... </p><p>"
"529","COOPER: Thank... </p><p>"
"530","CLINTON: ...my principles and the results that I get. </p><p>"
"531","COOPER: Senator Sanders... </p><p>(APPLAUSE) </p><p>Senator Sanders, in 2008, congressional leaders were told, without the 2008 bailout, the U.S. was possibly days away from a complete meltdown. Despite that, you still voted against it. </p><p>As president, would you stand by your principles if it risked the country's financial stability? </p><p>"
"532","SANDERS: Well, I remember that meeting very well. I remember it like it was yesterday. Hank Paulson, Bernanke came in, and they say, ""guys, the economy is going to collapse because Wall Street is going under. It's going to take the economy with them."" </p><p>And you know what I said to Hank Paulson? I said, ""Hank, your guys -- you come from Goldman Sachs. Your millionaire and billionaire friends caused this problem. How about your millionaire and billionaire friends paying for the bailout, not working families in this country?""</p><p>So to answer your question, no, I would not have let the economy collapse. But it was wrong to ask the middle class to bail out Wall Street. And by the way, I want Wall Street now to help kids in this country go to college, public colleges and universities, free with a Wall Street speculation tax. </p><p>(APPLAUSE) </p><p>"
"533","COOPER: We're going to talk about that in a minute. </p><p>But, Senator Webb, I want to get you in. You have said neither party has the guts to take on Wall Street. Is the system rigged? </p><p>"
"534","WEBB: There is a reality that I think we all need to recognize with respect to the power of the financial sector. </p><p>And let me just go back a minute and say that on this TARP program, I introduced a piece of legislation calling for a windfall profits tax on the executives of any of these companies that got more than $5 billion, that it was time for them, once they got their compensation and their bonus, to split the rest of the money they made with the nurses and the truck drivers and the soldiers who bailed them out. With respect to the financial sector, I mean, I know that my time has run out but in speaking of changing positions and the position on how this debate has occurred is kind of frustrating because unless somebody mentions my name I can't get into the discussion. </p><p>"
"535","COOPER: You agreed to these rules and you're wasting time. So if you would finish your answer, we'll move on. </p><p>"
"536","WEBB: All right. Well, I'm trying to set a mark here so maybe we can get into a little more later on. This hasn't been equal time. </p><p>But if you want to look at what has happened, if we look at the facts in terms of how we're going to deal with this, since that crash, in the last 10 years, the amount of the world's capital economy that Wall Street manages has gone from 44 percent to 55 percent. </p><p>That means the Wall Street money managers are not risking themselves as the same way the American people are when they're going to get their compensation. They're managing money from all over the world. </p><p>We have to take that into consideration when we're looking at ways to regulate it. </p><p>"
"537","COOPER: Governor Chafee, you have attacked Secretary Clinton for being too close to Wall Street banks. In 1999 you voted for the very bill that made banks bigger. </p><p>"
"538","CHAFEE: The Glass-Steagall was my very first vote, I'd just arrived, my dad had died in office, I was appointed to the office, it was my very first vote.</p><p>"
"539","COOPER: Are you saying you didn't know what you were voting for? </p><p>"
"540","CHAFEE: I'd just arrived at the Senate. I think we'd get some takeovers, and that was one. It was my very first vote, and it was 92-5. It was the...</p><p>"
"541","COOPER: Well, with all due respect, Governor...</p><p>"
"542","CHAFEE: But let me just say...</p><p>"
"543","COOPER: ... what does that say about you that you're casting a vote for something you weren't really sure about? </p><p>"
"544","CHAFEE: I think you're being a little rough. I'd just arrived at the United States Senate. I'd been mayor of my city. My dad had died. I'd been appointed by the governor. It was the first vote and it was 90-5, because it was a conference report. </p><p>But let me just say about income inequality. We've had a lot of talk over the last few minutes, hours, or tens of minutes, but no one is saying how we're going to fix it. And it all started with the Bush tax cuts that favored the wealthy. </p><p>So let's go back to the tax code. And 0.6 percent of Americans are at the top echelon, over 464,000, 0.6 Americans. That's less than 1 percent. But they generate 30 percent of the revenue. And they're doing fine. </p><p>"
"545","COOPER: Thank you, Governor.</p><p>"
"546","CHAFEE: So there's still a lot more money to be had from this top echelon. I'm saying let's have another tier and put that back into the tax bracket. And that will generate $42 billion. </p><p>"
"547","COOPER: I want to bring in Dana Bash.</p><p>"
"548","CHAFEE: And then we can help the middle class and hard-earning Americans -- hard-working Americans. </p><p>"
"549","COOPER: Dana?</p><p>"
"550","BASH: Thank you. </p><p>CNN visited college campuses, along with Facebook. And not surprisingly college affordability was among the most pressing issue. </p><p>Senator Sanders, you've mentioned a couple of times you do have a plan to make public colleges free for everyone. Secretary Clinton has criticized that in saying she's not in favor of making a college free for Donald Trump's kids. </p><p>Do you think taxpayers should pick up the tab for wealthy children? </p><p>"
"551","SANDERS: Well, let me tell you, Donald Trump and his billionaire friends under my policies are going to pay a hell of a lot more in taxes today -- taxes in the future than they're paying today. </p><p>(APPLAUSE) </p><p>"
"552","SANDERS: But in terms of education, this is what I think. This is the year 2015. A college degree today, Dana, is the equivalent of what a high school degree was 50 years ago. </p><p>And what we said 50 years ago and a hundred years ago is that every kid in this country should be able to get a high school education regardless of the income of their family. I think we have to say that is true for everybody going to college. </p><p>I think we don't need a complicated system, which the secretary is talking about, the income goes down, the income goes down, if you're poor you have to work, and so forth and so on. </p><p>I pay for my program, by the way, through a tax on Wall Street speculation, which will not only make public colleges and universities tuition-free, it will substantially lower interest rates on college debt, a major crisis in this country. </p><p>(APPLAUSE) </p><p>"
"553","BASH: And, Secretary Clinton, it's not just college tuition that Senator Sanders is talking about, expanding Social Security and giving all Americans Medicare. What's wrong with that?</p><p>"
"554","CLINTON: Well, let me address college affordability, because I have a plan that I think will really zero in on what the problems are. First, all the 40 million Americans who currently have student debt will be able to refinance their debt to a low interest rate. That will save thousands of dollars for people who are now struggling under this cumbersome, burdensome college debt. </p><p>As a young student in Nevada said to me, the hardest thing about going to college should not be paying for it. So then we have to make it more affordable. How do we make it more affordable? My plan would enable anyone to go to a public college or university tuition free. You would not have to borrow money for tuition. </p><p>But I do believe -- and maybe it's because I worked when I went through college; I worked when I went through law school -- I think it's important for everybody to have some part of getting this accomplished. That's why I call it a compact. </p><p>"
"555","BASH: Secretary Clinton...</p><p>"
"556","CLINTON: But, yes, I would like students to work 10 hours a week...</p><p>"
"557","BASH: Can you answer the...</p><p>"
"558","SANDERS: ... in order to make it possible for them to afford their education. And I want colleges to get their costs down. They are outrageously high in what they're charging. </p><p>"
"559","BASH: Secretary Clinton, the question was not just about tuition, though. It was about Senator Sanders' plan to expand Social Security, to make Medicare available to all Americans. Is that something that you would support? And if not, why not? </p><p>"
"560","CLINTON: Well, I fully support Social Security. And the most important fight we're going to have is defending it against continuing Republican efforts to privatize it. </p><p>"
"561","BASH: Do you want to expand it?</p><p>"
"562","CLINTON: I want to enhance the benefits for the poorest recipients of Social Security. We have a lot of women on Social Security, particularly widowed and single women who didn't make a lot of money during their careers, and they are impoverished, and they need more help from the Social Security system. </p><p>And I will focus -- I will focus on helping those people who need it the most. And of course I'm going to defend Social Security. I'm going to look for ways to try to make sure it's solvent into the future. And we also need to talk about health care at some time, because we agree on the goals, we just disagree on the means. </p><p>"
"563","SANDERS: When the Republicans -- when the Republicans in the Congress and some Democrats were talking about cutting Social Security and benefits for disabled veterans, for the so-called chained CPI, I founded a caucus called the Defending Social Security Caucus. </p><p>My view is that when you have millions of seniors in this country trying to get by -- and I don't know how they do on $11,000, $12,000, $13,000 a year -- you don't cut Social Security, you expand it. And the way you expand it is by lifting the cap on taxable incomes so that you do away with the absurdity of a millionaire paying the same amount into the system as somebody making $118,000. You do that, Social Security is solvent until 2061 and you can expand benefits.</p><p>(CROSSTALK)</p><p>"
"564","COOPER: Senator Sanders, I want to bring it over to Juan Carlos Lopez from CNN en Espanol. We're obviously in Nevada. It's had the highest percentage of undocumented immigrants of any state in the country as of last year. Juan Carlos? </p><p>JUAN CARLOS LOPEZ, CNN EN ESPANOL "
"565","ANCHOR: Gracias, Anderson. Senator Sanders, in 2013, you voted for immigration reform. But in 2007, when Democrats controlled Congress and the Bush White House was onboard, you voted against it. Why should Latino voters trust you now when you left them at the altar at the moment when reform was very close? </p><p>"
"566","SANDERS: I didn't leave anybody at the altar. I voted against that piece of legislation because it had guest-worker provisions in it which the Southern Poverty Law Center talked about being semi-slavery. Guest workers are coming in, they're working under terrible conditions, but if they stand up for their rights, they're thrown out of the country. I was not the only progressive to vote against that legislation for that reason. Tom Harkin, a very good friend of Hillary Clinton's and mine, one of the leading labor advocates, also voted against that. </p><p>"
"567","LOPEZ: Tom Harkin isn't running for president. You are.</p><p>"
"568","SANDERS: I know that. But point being is that progressives did vote against that for that reason. My view right now -- and always has been -- is that when you have 11 million undocumented people in this country, we need comprehensive immigration reform, we need a path toward citizenship, we need to take people out of the shadows. </p><p>O'"
"569","MALLEY: And Juan Carlos -- Juan Carlos...</p><p>"
"570","LOPEZ: Secretary Clinton -- Secretary Clinton, Governor O'Malley wants to open up Obamacare to millions of undocumented immigrants and their children, including almost 90,000 people right here in Nevada. Do you?</p><p>"
"571","COOPER: Secretary Clinton, you have to be able to respond, if you want.</p><p>"
"572","CLINTON: Well, I would not ask anyone to vote for me based on my last name. I would ask them to listen to what I'm proposing, look at what I've accomplished in the Senate, as secretary of of state, and then draw your own conclusion. </p><p>I certainly am not campaigning to become president because my last name is Clinton. I'm campaigning because I think I have the right combination of what the country needs, at this point, and I think I can take the fight to the Republicans, because we cannot afford a Republican to succeed Barack Obama as president of the United States. </p><p>"
"573","COOPER: (inaudible). </p><p>(APPLAUSE) </p><p>Senator Sanders, does she have the right stuff? </p><p>"
"574","SANDERS: I think -- I think that there is profound frustration all over this country with establishment politics. I am the only candidate running for president who is not a billionaire, who has raised substantial sums of money, and I do not have a super PAC. </p><p>(APPLAUSE) </p><p>I am not raising money from millionaires and billionaires, and in fact, tonight, in terms of what a political revolution is about, there are 4,000 house parties -- 100,000 people in this country -- watching this debate tonight who want real change in this country. </p><p>"
"575","COOPER: we've got -- we -- a lot of questions we've got about climate change, and we're gonna go to Don Lemon. Don? </p><p>"
"576","LEMON: All right. This one is for Martin O'Malley. Anderson, Governor O'Malley, this is from Anna Bettis from Tempe, Arizona. Here it is. </p><p>(BEGIN VIDEO CLIP)</p><p>"
"577","QUESTION: As a young person, I'm very concerned about climate change and how it will affect my future. As a presidential candidate, what will you do to address climate change? </p><p>(END VIDEO CLIP) </p><p>"
"578","LEMON: So, Governor O'Malley, please tell Anna how you would protect the environment better than all the other candidates up on that stage. </p><p>O'"
"579","MALLEY: Yeah. </p><p>Anna, I have put forward a plan -- and I'm the only candidate, I believe, in either party to do this -- to move America forward to a 100 percent clean electric grid by 2050. </p><p>We did not land a man on the moon with an all-of-the-above strategy. It was an intentional engineering challenge, and we solved it as a nation. And our nation must solve this one. </p><p>So I put forward the plan that would extend the investor tax credits for solar and for wind. If you go across Iowa, you see that 30 percent of their energy now comes from wind. We're here in Las Vegas, one of the most sustainable cities in America, doing important things in terms of green building, architecture and design. </p><p>We can get there as a nation, but it's going to require presidential leadership. And as president, I intend to sign as my very first order in office the -- an order that moves us as a nation and dedicates our resources to solving this problem and moving us to a 100 percent clean electric grid by 2050. </p><p>"
"580","COOPER: Governor... </p><p>O'"
"581","MALLEY: We can do it. </p><p>"
"582","COOPER: ...Governor O'Malley, thank you very much. </p><p>(APPLAUSE) </p><p>Senator Webb, you have a very different view than just about anybody else on this stage, and unlike a lot of Democrats. You're pro-coal, you're pro-offshore drilling, you're pro-Keystone pipeline. Are -- again, are you -- the question is, are you out of step with the Democratic party? </p><p>"
"583","WEBB: Well, the -- the question really is how are we going to solve energy problems here and in the global environment if you really want to address climate change? </p><p>And when I was in the Senate, I was an all-of-the-above energy voter. We introduced legislation to bring in alternate energy as well as nuclear power. I'm a strong proponent of nuclear power. It is safe, it is clean. And really, we are not going to solve climate change simply with the laws here. </p><p>We've done a good job in this country since 1970. If you look at China and India, they're the greatest polluters in the world. Fifteen out of the 20 most polluted cities in the world are in one of those two countries. We need to solve this in a global way. It's a global problem and I have been very strong on -- on doing that. The -- the agreements -- the so-called agreements that we have had with China are illusory in terms of the immediate requirements of the -- of the Chinese government itself. </p><p>So let's solve this problem in an international way, and then we really will have a -- a way to address climate change. </p><p>"
"584","COOPER: Senator Sanders, are you tougher on -- on climate change than Secretary Clinton? </p><p>"
"585","SANDERS: Well, I will tell you this. I believe -- and Pope Francis made this point. This is a moral issue. The scientists are telling us that we need to move extremely boldly. </p><p>I am proud that, along with Senator Barbara Boxer, a few years ago, we introduced the first piece of climate change legislation which called for a tax on carbon. </p><p>And let me also tell you that nothing is gonna happen unless we are prepared to deal with campaign finance reform, because the fossil fuel industry is funding the Republican Party, which denies the reality of climate change... </p><p>(APPLAUSE) </p><p>...and certainly is not prepared to go forward aggressively. </p><p>This is a moral issue. We have got to be extremely aggressive in working with China, India, Russia. </p><p>"
"586","COOPER: Senator -- thank you, Senator. </p><p>"
"587","SANDERS: The planet -- the future of the planet is at stake. </p><p>"
"588","COOPER: Secretary Clinton, I want you to be able to respond, then I'm gonna go to (ph) (inaudible). </p><p>"
"589","CLINTON: Well, that -- that's exactly what I've been doing. When we met in Copenhagen in 2009 and, literally, President Obama and I were hunting for the Chinese, going throughout this huge convention center, because we knew we had to get them to agree to something. Because there will be no effective efforts against climate change unless China and India join with the rest of the world. </p><p>They told us they'd left for the airport; we found out they were having a secret meeting. We marched up, we broke in, we said, ""We've been looking all over for you. Let's sit down and talk about what we need to do."" And we did come up with the first international agreement that China has signed. </p><p>Thanks to President Obama's leadership, it's now gone much further. </p><p>"
"590","COOPER: Thank you. "
"591","CLINTON: And I do think that the bilateral agreement that President Obama made with the Chinese was significant. Now, it needs to go further, and there will be an international meeting at the end of this year, and we must get verifiable commitments to fight climate change from every country gathered there. </p><p>"
"592","COOPER: Dana Bash?</p><p>"
"593","BASH: Secretary Clinton, you now support mandated paid family leave. </p><p>"
"594","CLINTON: Mm-hmm. </p><p>"
