"","Text"
"1188","Mods: Senator Rubio? Senator...</p><p>"
"1189","TRUMP: We have millions of people right now on line trying to come into this country. Very, very unfair to the people that want to come into our country legally. They've gone through the process. They're on line. They're waiting. Very, very unfair to them. That I can tell you. </p><p>(APPLAUSE)</p><p>"
"1190","Mods: Senator Rubio, Senator Rubio, let me -- let me take you to a question that I think gets to the root of a lot of the anxiety that people have in this country. The economy is undergoing a transformation through information technology. Americans are anxious that the new economy isn't producing higher-paying jobs. Many are concerned that the new wealth seems to be going mainly to innovators and investors. </p><p>Meanwhile, with factories run by robots and shopping done increasingly on smartphones, many traditional jobs are just going away. How do you reassure American workers that their jobs are not being steadily replaced by machines? </p><p>"
"1191","RUBIO: Well, you know, that's an excellent question, because what we are going through in this country is not simply an economic downturn. We are living through a massive economic transformation. I mean, this economy is nothing like what it was like five years ago, not to mention 15 or 20 years ago. </p><p>And it isn't just a different economy. It's changing faster than ever. You know, it took the telephone 75 years to reach 100 million users. It took Candy Crush one year to reach some 100 million users. </p><p>(LAUGHTER)</p><p>So the world is changing faster than ever, and it is disruptive. Number one, we are in a global competition now, and several of the candidates have said that. There are now dozens of developed economies on this planet that we have to compete with. And we lose that competition because we have the highest business tax rate in the industrialized world, because we have regulations that continue to grow by the billions every single week, because we have a crazy health care law that discourages companies from hiring people, but because we're not fully utilizing our energy resources, that if we did, it would bring back all kinds of growth, especially in manufacturing, and because we have an outdated higher education system. </p><p>Our higher education system is completely outdated. It is too expensive, too hard to access, and it doesn't teach 21st century skills. If we do what needs to be done -- tax reform, regulatory reform, fully utilize our energy resources, repeal and replace Obamacare, and modernize higher education, then we can grasp the potential and the promise of this new economy. And we won't just save the American dream. We will expand it to reach more people and change more lives than ever before. And then truly this new century can be a new American century. </p><p>(APPLAUSE)</p><p>"
"1192","Mods: Thank you. Senator Cruz -- Senator Cruz, entitlements. You've argued for raising the retirement age and reducing benefits for future retirees, but reducing any sort of benefits for the elderly has always been notoriously hard to do politically. When Speaker Paul Ryan proposed replacing traditional Medicare with federally funded private plans a few years ago, a liberal group...</p><p>(AUDIO GAP)</p><p>"
"1193","Mods: ...reducing benefits for future retirees, but reducing any sort of benefits for the elderly has always been notoriously hard to do politically. When Speaker Paul Ryan proposed replacing traditional Medicare with federally funded private plans a few years ago, a liberal group responded with a commercial that featured a granny being pushed off a cliff.</p><p>What's going to be different this time? "
"1194","CRUZ: Well, my Mom is here, so I don't think we should be pushing any grannies off cliffs.</p><p>(LAUGHTER)</p><p>And, you miss-stated what I've said on entitlement reform. What I've said is for seniors we should make no changes whatsoever, for younger workers we should gradually raise the retirement age, we should have benefits grow more slowly, and we should allow them to keep a portion of their taxes in a personal account that they control, and can pass on to their kids...</p><p>(APPLAUSE)</p><p>"
"1195","Mods: ...I said for future retirees was your statement...</p><p>(APPLAUSE)</p><p>"
"1196","CRUZ: I want to go back to the discussion we had a minute ago because, you know, what was said was right. The democrats are laughing -- because if republicans join democrats as the party of amnesty, we will lose.</p><p>(APPLAUSE)</p><p>And, you know, I understand that when the mainstream media covers immigration, it doesn't often see it as an economic issue. But, I can tell you for millions -- of Americans at home watching this, it is a very personal economic issue. And, I will say the politics of it will be very, very different if a bunch of lawyers or bankers were crossing the Rio Grande.</p><p>(AUDIENCE REACTION)</p><p>Or if a bunch of people with journalism degrees were coming over and driving down the wages in the press.</p><p>(AUDIENCE REACTION)</p><p>(APPLAUSE) (CHEERING)</p><p>Then, we would see stories about the economic calamity that is befalling our nation. And, I will say for those of us who believe people 'ought to come to this country legally, and we should enforce the law, we're tired of being told it's anti-immigrant. It's offensive.</p><p>(APPLAUSE)</p><p>I am the son of an immigrant who came legally from Cuba...</p><p>(BELL RINGING)</p><p>...to seek the American dream. And, we can embrace legal immigration while believing in the rule of law -- and I would note, try going illegally to another country. Try going to China, or Japan. Try going to Mexico. See what they do. Every sovereign nation secures its borders, and it is not compassionate to say we're not going to enforce the laws...</p><p>(BELL RINGING)</p><p>...And we're going to drive down the wages for millions of hardworking men and women. That is abandoning the working...</p><p>(APPLAUSE)</p><p>"
"1197","Mods: We go back to Facebook. Dewayne Wesley Cato asks on Facebook, how do we get rid of regulations choking our businesses? Ms. Fiorina?</p><p>Specifically, under the president's Affordable Care Act, employers with 50 or more employees are required to offer health insurance, or be fined. Many are opting to pay the fine. Others are cutting back employee hours to duck the law altogether. What specific ways will you alleviate the pressure on small business?</p><p>"
"1198","FIORINA: Well, first Obamacare has to be repealed because it's failing...</p><p>(APPLAUSE)</p><p>...it's failing the very people it was intended to help, but, also, it is croney-capitalism at its worst. Who helped write this bill? Drug companies, insurance companies, pharmaceutical companies, every single one of those kinds of companies are bulking up to deal with big government. See, that's what happens. As government gets bigger, and bigger -- and it has been for 50 years under republicans and democrats alike -- and business have to bulk up to deal with big government.</p><p>So, we have to repeal it. It's tens of thousands of pages long, no one can possible understand it except the big companies, the lawyers, the accountants, the lobbyists that they hire to protect their interests. Then, we have to give back to states the responsibility to manage a high risk pool. We need to try the one thing in health insurance we've never tried. Health insurance has always been a cozy, little game between regulators and health insurance companies.</p><p>We need to try the free market. The free market. Where people actually have to compete.</p><p>(APPLAUSE)</p><p>And, we 'ought to have the government ensure that you must -- and I don't use that term often, that government 'ought to do something, but every healthcare provider 'ought to publish its costs, its prices, its outcomes, because as patients we don't know what we're buying.</p><p>(APPLAUSE) Now, let me just say -- let me just say, I know more about innovation and entrepreneurship than anyone on this panel because I have led innovative businesses in the most highly competitive industry in the world for decades. The truth is the secret sauce of America is innovation, and entrepreneurship, it is why we must cut our government down to size, and hold it accountable. It's why we have to take our government back, because innovation and entrepreneurship is crushed by the crushing load of a 73,000 page tax code. It is crushed...</p><p>(BELL RINGING)</p><p>...by regulatory thicket that is so vast we don't even know what's in it anymore. It is crushed as well by government bureaucrats who don't do their jobs very well, and who are not held accountable, which is why I've said we got to take our government back, and to do that, we have to know where every dollar being spent, and be able to move any dollar. We have to hack through this regulatory thicket, repeal so much, but, also, know what's in that regulatory thicket -- we don't even know what regulations have been passed.</p><p>Third, we need to build a meritocracy -- Scott Walker, by the way, is trying now to do in Wisconsin...</p><p>(BELL RINGING)</p><p>...Finally, we need to get to a three page tax code, and, yes, that plan exists.</p><p>"
"1199","Mods: Just to be clear, you want to repeal Obamacare...</p><p>(APPLAUSE)</p><p>"
"1200","Mods: ...but, what's the alternative?</p><p>"
"1201","FIORINA: Sorry, I can't hear you.</p><p>"
"1202","Mods: Just to be clear, you say you would repeal Obamacare...</p><p>"
"1203","FIORINA: ...Absolutely...</p><p>"
"1204","Mods: ...But, what is the alternative...</p><p>"
"1205","FIORINA: ...You need to give...</p><p>"
"1206","Mods: ...and how does that help small business...</p><p>"
"1207","FIORINA: The alternative is to allow states to manage high risk pools for those who really need help. Look, I'm a cancer survivor, OK? I understand that you cannot have someone who's battled cancer just become known as a pre-existing condition. I understand that you cannot allow families to go bankrupt if they truly need help. But, I also understand that Obamacare isn't helping anyone.</p><p>We're throwing more, and more people into Medicaid, and fewer, and fewer doctors are taking those payments.</p><p>The point is Obamacare is crushing small businesses, it is not helping the families it was intended to help. So, let us allow states to manage high risk pools. Let us try the one thing in health insurance we've never tried, the free market. Let us ensure that as patients, and customers...</p><p>"
"1208","Mods: ...Thank you...</p><p>"
"1209","FIORINA: ...that we have information to shop wisely for our health care.</p><p>"
"1210","Mods: Alright, thank you. We're going to take a break here. Coming up, a big issue many Americans are facing, taxes. The Republican Presidential Debate continues now, live, from Milwaukee.</p><p>(MUSIC)</p><p>(COMMERCIAL BREAK)</p><p>"
"1211","Mods: Welcome back to the Republican presidential debate live from Milwaukee. Let's get back to the questions. And we want to touch on obviously one of the biggest of this issue in this year, taxes. And this will go to several of you. </p><p>One of the biggest economic concerns of course in the country are taxes. Facebook data certainly backs that up. Once again the green on this map that we're going to see here shows how the conversation around taxes is resonating across the nation, especially here in Wisconsin. </p><p>First off, Dr. Carson, to you. You say you are in favor of a tax system, I guess akin to tithing, sir, with a flat tax rate of up to 15 percent because you said, if everybody pays this, I think God is a pretty fair guy, so tithing is a pretty fair process. </p><p>But Donald Trump says that is not fair. That wealthier taxpayers should pay a higher rate because it's a fair thing to do. So whose plan would God endorse then, Doctor? </p><p>(LAUGHTER) </p><p>Yours or Mr. Trump's? </p><p>"
"1212","CARSON: Well, you know, when I say tithing, I'm talking about the concept of proportionality. </p><p>"
"1213","Mods: Right. </p><p>"
"1214","CARSON: Everybody should pay the same proportion of what they make. You make $10 billion, you pay a billion. You make $10, you pay one. You get same rights and privileges. </p><p>I don't see how anything gets a whole lot fairer than that. But you also have to get rid of all the deductions and all the loopholes because that is the thing that tilts it in one direction or another. And you have to set the rate at an appropriate level. </p><p>Now I will say that, there are a lot of people who say, if you get rid of the deductions, you ruin the American dream because, you know, home mortgage deduction. But the fact of the matter is, people had homes before 1913 when we introduced the federal income tax, and later after that started deductions. </p><p>And they say there will be no more charitable giving. We had churches before that and charitable organizations before that. The fact of the matter is, I believe if you put more money in people's pockets that they will actually be more generous rather than less generous. And it's...</p><p>(APPLAUSE) </p><p>... the money that they earned. </p><p>And, the other thing is, I do care about the poor people. And in the system that we're putting together, there will be a rebate for people at the poverty level. But I also want to emphasize the fact that as we get the economy moving, and I hope I get a question about how do we get the economy moving, there will be a lot more opportunities for poor people not to be poor people because this is America. </p><p>This is the land of dreams. And our policies should be aimed at allowing people to realize that dream.</p><p>(APPLAUSE) </p><p>"
"1215","Mods: Thank you very much. </p><p>Senator Paul, you said you want to blow up the tax code and start over with an across-the-board 14.5 percent fair and flat tax. You happily offered that it is not revenue neutral and that's the idea. You want to choke off the amount of money coming into Washington. </p><p>But don't you risk, sir, creating a near-term budget crisis just as your presidency would be beginning?</p><p>"
"1216","PAUL: Well, it's a great question, Neil, and thanks for including me in the tax debate. </p><p>I think what's important about the tax debate is, is that we have to ask the question, where is money best spent, in the private sector or in the government sector? I want a government really, really small, so small you can barely see it. So I want lower taxes and much more money in the private sector. </p><p>(CHEERING AND APPLAUSE) </p><p>My tax plan, however, is the only tax plan among any of the candidates on the stage that is part of a balanced budget plan. I put forward three plans that actually balance the budget over a five-year period. </p><p>Each of these plans have details on exactly where we would cut. The question came up earlier, where would you cut? Nobody likes to say where they would cut. I've put pencil to paper and done three budgets that actually balance. </p><p>I'm also in favor of a plan called the penny plan where we'd just cut 1 percent across the board and the budget actually balances in less than five years. So I think what is extraordinary about my tax plan is it is in the context of balancing the budget. What is also extraordinary about my tax plan is it gets rid of the payroll tax. Democrats demagogue this issue to death, and when they do they say, oh, a millionaire would get a bigger tax cut than someone making $10,000.</p><p>That's proportionality, as Ben is trying to explain to folks. But the thing is, is if we get rid of the payroll tax, everybody is going to get a tax cut. And this is something that I think the public at large will support and could win an election. </p><p>(APPLAUSE) </p><p>"
"1217","Mods: There are no deductions on your -- under your plan? </p><p>"
"1218","PAUL: Ours is 14.5 percent for corporations, 14.5 percent for individuals. No payroll tax for the employee. The business tax pays for social security, and there would be two remaining deductions -- home mortgage and charity. </p><p>"
"1219","Mods: Thank you, Senator. </p><p>"
"1220","PAUL: Thank you. </p><p>(APPLAUSE) </p><p>"
"1221","Mods: Senator Cruz, there isn't anyone in this audience or watching at home tonight who would not like to pay less in taxes. Most people just want a fair shake, and they don't want their money to be wasted. </p><p>But explain how your plan works. How can you cut taxes as much as you propose without running up debt and deficits? </p><p>"
"1222","CRUZ: Well, sure, you put your finger on what the problem is. The current system isn't fair. Washington is fundamentally corrupt. There are more words in the IRS code than there are in the Bible -- and -- and not a one of them is as good. </p><p>(LAUGHTER) </p><p>Every one of them reflects a carve-out or a subsidy, and it's all about empowering the Washington cartel. My simple Flat Tax says that, for a family of four, for the first $36,000 you earn, you pay no taxes whatsoever. No income taxes, no payroll taxes, no nothing. </p><p>Above that, every American pays 10 percent across the board -- a flat, fair tax. Which means that no longer do you have hedge-fund billionaires paying a lower tax rate than their secretaries. </p><p>On the business side, I've got a business flat tax of 16 percent -- again, that applies across the board. Right now, with our corporate income tax, giant corporations with armies of accountants regularly are paying little to no taxes while small businesses are getting hammered. </p><p>This is fair and across-the-board. Now, you ask, how do the numbers add up? I would encourage folks, if you go to our website, <a href=""http://tedcruz.org/"">tedcruz.org</a>, we have the specific numbers on the website. </p><p>This plan eliminates the payroll tax, eliminates the death tax, eliminates the corporate income tax, and it abolishes the IRS. </p><p>(APPLAUSE) </p><p>And the effect of that is incredible economic growth. It means every income group will see double-digit increases, from the very poorest to the very weakest, of at least 14 percent. </p><p>So if you're a single mom, if you're making $40,000 a year, what that means is an extra about $5,000 in your pocket to provide for your kids, to make ends meet. It has a powerful, powerful effect. </p><p>And there's one other really powerful feature of my plan, which is that it's border-adjustable. Which means, if you're an exporter -- if you're a farmer, if you're a rancher, if you're a manufacturer, you don't pay the businesses flat tax. </p><p>Exports are free of that tax, but all imports pay that 16 percent business flat tax, which means this tax plan would cause jobs to boom, and it would let America compete with China and the world on a level playing field. </p><p>(APPLAUSE) </p><p>"
"1223","Mods: But you haven't told us how to pay for it. </p><p>"
"1224","CRUZ: Well, the numbers the Tax Foundation had put out is that the static cost of the plan is $3.6 trillion over 10 years, but the dynamic cost of the plan, which -- which is the cost that factors in growth, is about $768 billion. </p><p>It is less than a trillion. It costs less than virtually every other plan people have put up here, and yet it produces more growth and it's one of the very few plans that abolishes the IRS. </p><p>But on top of that, today, we rolled out a spending plan. $500 billion in specific cuts -- five major agencies that I would eliminate. The IRS, the Department of Commerce, the Department of Energy, the Department of Commerce, and HUD -- and then 25 specific programs. </p><p>Again, that's on our website at <a href=""http://tedcruz.org/"">tedcruz.org</a>. You want to look at specificity? It's easy for everyone to say, ""cut spending"". It's much harder and riskier to put out, chapter and verse, specifically the programs you would cut to stop bankrupting our kids and grandkids. </p><p>"
"1225","Mods: Thank you, Senator. </p><p>(APPLAUSE) </p><p>Governor Bush, Republican primary voters say tax reform should be a priority for Congress and the administration. But, Governor Bush, how important is tax reform in your domestic policy agenda? Will you guarantee it in the first year of your presidency?</p><p>"
"1226","BUSH: I'm going to fight as hard as I can to make sure that we shift power away from Washington, simplify the tax code, to spur economic activity in this country. Of course it's the highest priority. </p><p>If we don't do that, we're stuck with the ""new normal"" of 2 percent growth. Hillary Clinton says, basically, we just got to get used to it. Two percent growth means declining income for the middle class. It means more than 6 million people are stuck in poverty than the day that Barack Obama was inaugurated. </p><p>It means -- it means more demands on government -- growing the economy is the first job, if we're going to be serious about dealing with the deficit and </p><p>(AUDIO GAP)</p><p>XXX as they always do, through the back door and totally take advantage of everyone. It's 5,600 pages long, so complex that nobody's read it. It's like Obamacare; nobody ever read it. They passed it; nobody read it. And look at mess we have right now. And it will be repealed. </p><p>But this is one of the worst trade deals. And I would, yes, rather not have it. With all of these countries, and all of the bad ones getting advantage and taking advantage of what the good ones would normally get, I'd rather make individual deals with individual countries. We will do much better. </p><p>We lose a fortune on trade. The United States loses with everybody. We're losing now over $500 billion in terms of imbalance with China, $75 billion a year imbalance with Japan. By the way, Mexico, $50 billion a year imbalance. </p><p>So I must say, Gerard, I just think it's a terrible deal. I love trade. I'm a free trader, 100 percent. But we need smart people making the deals, and we don't have smart people making the deals. </p><p>"
"1227","Mods: The -- the deal, as you say, the terms of the deal were published -- were published just last week, the details, 5,000 pages of it, and 80 percent of U.S. trade with countries in the Pacific, these countries, these 11 countries, is actually tariff-free, and these -- the trade deal only affects the other 20 percent. Which -- are there particular parts of the deal that you think were badly negotiated? "
"1228","TRUMP: Yes. Well, the currency manipulation they don't discuss in the agreement, which is a disaster. If you look at the way China and India and almost everybody takes advantage of the United States -- China in particular, because they're so good. It's the number-one abuser of this country. And if you look at the way they take advantage, it's through currency manipulation. It's not even discussed in the almost 6,000-page agreement. It's not even discussed. </p><p>"
"1229","Mods: There was a separate -- separate...</p><p>(CROSSTALK) </p><p>"
"1230","TRUMP: And as you understand, I mean, you understand very well from the Wall Street Journal, currency manipulation is the single great weapon people have. They don't even discuss it in this agreement. </p><p>So I say, it's a very bad deal, should not be approved. If it is approved, it will just be more bad trade deals, more loss of jobs for our country. We are losing jobs like nobody's ever lost jobs before. I want to bring jobs back into this country. </p><p>"
"1231","PAUL: Hey, Gerard, you know, we might want to point out China is not part of this deal. </p><p>(UNKNOWN): True. It's true. </p><p>"
"1232","Mods: That's right. That's right.</p><p>"
"1233","PAUL: Before we get a little bit off-kilter here...</p><p>"
"1234","Mods: But isn't that -- isn't that part of the problem? When I say, Senator, that if -- if this deal is not ratified by -- by the U.S. -- by the Senate, then it would actually give China an opportunity to grow its economic leadership, which it's been seeking to do? And if the U.S. is unable to take part in this trade deal with these countries in Asia, China will take the lead?</p><p>"
"1235","PAUL: There is an argument that China doesn't like the deal, because in us doing the deal, we'll be trading with their competitors. You're exactly right. But I think we've sort of missed the point a little bit here. </p><p>There is an important point, though, about how we discuss these trade treaties that I do agree with Mr. Trump on. We should negotiate from a position of strength. And we also should negotiate using the full force and the constitutional power that was given to us. I think it's a mistake that we give up power to the presidency on these trade deals. We give up the power to filibuster, and I'm kind of fond of that power. </p><p>(LAUGHTER)</p><p>We give up the power to amend. And I think, really, one of the big problems we have in our country is, over the last century, really, so much power has gravitated to the executive branch. Really, Congress is kind of a bystander. We don't write the rules. We don't make the laws. The executive branch does. So even in trade -- and I am for trade -- I think we should be careful about giving so much power to the presidency. </p><p>(APPLAUSE)</p><p>"
"1236","Mods: Thank you. Thanks, Senator. </p><p>"
"1237","Mods: Coming up, the biggest threats facing the next commander-in-chief. You're watching the Republican presidential debate, live tonight from Milwaukee. We'll be right back.</p><p>(COMMERCIAL BREAK)</p><p>"
"1238","Mods: Welcome back. Welcome back to the Republican presidential debate. The candidates taking the questions you want answered. Also tonight, you can see what America is saying about the debate. Go to Facebook and type #gopdebate into the search box. </p><p>Now, back to the questions. Americans face security threats at home and abroad. Last year, terrorist attacks rose 61 percent, according to the Institute for Economics and Peace, with the most deaths occurring in just five countries, Iraq, Afghanistan, Pakistan, Nigeria, and Syria. </p><p>Dr. Carson, you were against putting troops on the ground in Iraq and against a large military force in Afghanistan. Do you support the president's decision to now put 50 special ops forces in Syria and leave 10,000 U.S. troops in Afghanistan? </p><p>"
"1239","CARSON: Well, putting the special ops people in there is better than not having them there, because they -- that's why they're called special ops, they're actually able to guide some of the other things that we're doing there.</p><p>And what we have to recognize is that Putin is trying to really spread his influence throughout the Middle East. This is going to be his base. And we have to oppose him there in an effective way. </p><p>We also must recognize that it's a very complex place. You know, the Chinese are there, as well as the Russians, and you have all kinds of factions there. </p><p>What we've been doing so far is very ineffective, but we can't give up ground right there. But we have to look at this on a much more global scale. We're talking about global jihadists. And their desire is to destroy us and to destroy our way of life. So we have to be saying, how do we make them look like losers? Because that's the way that they're able to gather a lot of influence.</p><p>And I think in order to make them look like losers, we have to destroy their caliphate. And you look for the easiest place to do that? It would be in Iraq. And if -- outside of Anbar in Iraq, there's a big energy field. Take that from them. Take all of that land from them. We could do that, I believe, fairly easily, I've learned from talking to several generals, and then you move on from there.</p><p>But you have to continue to face them, because our goal is not to contain them, but to destroy them before they destroy us.</p><p>(APPLAUSE)</p><p>"
"1240","Mods: We asked Facebook to take a look at some of the major issues we're talking about, and tackling in this debate tonight. This word cloud shows what people are focusing on the most. The bigger the word, the more the talk. One of the most discussed issues in the last month, homeland security. Governor Bush, what is the biggest threat facing America today?</p><p>"
"1241","BUSH: It is -- I'd say it is Islamic terrorism, and, back to the question of what we are dealing with in Iraq, when we pull back voids are filled. That's the lesson of history, and, sadly, this president does not believe in American leadership. He does not believe it, and the net result is that we have a caliphate the size of Indiana that gains energy each and everyday to recruit Americans in our own country, and the threat to the homeland relates to the fact that we have not dealt with this threat of terror in the Middle East.</p><p>We should have a no fly zone in Syria. We should have a support for the remnants of the Syrian Free Army, and create safe zones. If you want to deal with the four million refugees that are leaving Syria because of the devastation there, then we 'ought to create safe zones for them to stay in the region rather than go to Europe. And, that requires American leadership.</p><p>Without American leadership every other country in the neighborhood beings to change their priorities. It is tragic that you see Iraq, and other countries now talking to Russia. It wasn't that long ago that Russia had no influence in the region at all. And, so, the United States needs to lead across the board.</p><p>This president, and Hillary Clinton both do not believe the United States has a leadership role to play, and we're now paying a price, and it will have a huge impact on the economy of this country if we don't deal with this.</p><p>(APPLAUSE)</p><p>"
"1242","Mods: Thank you, sir.</p><p>Mr. Trump, in 2012 debate, President Obama mocked Mitt Romney's assertion that Russia was the top geopolitical challenge facing the United States, saying he was a Cold War dinosaur. Now, Russia has invaded Ukraine, and has put troops in Syria. You have said you will have a good relationship with Mr. Putin. So, what does President Trump do in response to Russia's aggression?</p><p>"
"1243","TRUMP: Well, first of all, it's not only Russia. We have problems with North Korea where they actually have nuclear weapons. You know, nobody talks about it, we talk about Iran, and that's one of the worst deals ever made. One of the worst contracts ever signed, ever, in anything, and it's a disgrace. But, we have somebody over there, a madman, who already has nuclear weapons we don't talk about that. That's a problem.</p><p>China is a problem, both economically in what they're doing in the South China Sea, I mean, they are becoming a very, very major force. So, we have more than just Russia. But, as far as the Ukraine is concerned, and you could Syria -- as far as Syria, I like -- if Putin wants to go in, and I got to know him very well because we were both on 60 Minutes, we were stablemates, and we did very well that night.</p><p>But, you know that.</p><p>But, if Putin wants to go and knocked the hell out of ISIS, I am all for it, 100%, and I can't understand how anybody would be against it...</p><p>"
"1244","BUSH: ...They're not doing that...</p><p>"
"1245","TRUMP: ...They blew up -- hold it....</p><p>"
"1246","BUSH: (INAUDIBLE)</p><p>"
"1247","TRUMP: ...They blew up, wait a minute...</p><p>(AUDIENCE REACTION)</p><p>"
"1248","TRUMP: ...They blew up a Russian airplane. He cannot be in love with these people. He's going in, and we can go in, and everybody should go in. As far as the Ukraine is concerned, we have a group of people, and a group of countries, including Germany -- tremendous economic behemoth -- why are we always doing the work?</p><p>We are -- I'm all for protecting Ukraine and working -- but, we have countries that are surrounding the Ukraine that aren't doing anything. They say, ""Keep going, keep going, you dummies, keep going. Protect us...""</p><p>(BELL RINGING)</p><p>"
"1249","TRUMP: ...And we have to get smart. We can't continue to be the policeman of the world. We are $19 trillion dollars, we have a country that's going to hell, we have an infrastructure that's falling apart. Our roads, our bridges, our schools, our airports, and we have to start investing money in our country.</p><p>(APPLAUSE)</p><p>"
"1250","Mods: Thank you, sir.</p><p>"
"1251","BUSH: Donald -- Donald's wrong on this. He is absolutely wrong on this. We're not going to be the world's policeman, but we sure as heck better be the world's leader. That's -- there's a huge difference where, without us leading...</p><p>(CHEERING)</p><p>"
"1252","BUSH: ...voids are filled, and the idea that it's a good idea for Putin to be in Syria, let ISIS take out Assad, and then Putin will take out ISIS? I mean, that's like a board game, that's like playing Monopoly or something. That's not how the real world works.</p><p>We have to lead, we have to be involved. We should have a no fly zone in Syria. There are -- they are barrel bombing the innocents in that country. If you're a Christian, increasingly in Lebanon, or Iraq, or Syria, you're going to be beheaded. And, if you're a moderate Islamist, you're not going to be able to survive either.</p><p>We have to play a role in this be able to bring the rest of the world to this issue before it's too late.</p><p>"
"1253","TRUMP: Assad is a bad guy, but we have no idea who the so-called rebels -- I read about the rebels, nobody even knows who they are. I spoke to a general two weeks ago, he said -- he was very up on exactly what we're talking about. He said, ""You know, Mr. Trump? We're giving hundreds of millions of dollars of equipment to these people, we have no idea who they are.""</p><p>So, I don't like Assad. Who's going to like Assad? But, we have no idea who these people, and what they're going to be, and what they're going to represent. They may be far worse than Assad. Look at Libya. Look at Iraq. Look at the mess we have after spending $2 trillion dollars, thousands of lives, wounded warriors all over the place -- who I love, OK? All over.</p><p>We have nothing. And, I said, keep the oil. And we should have kept the oil, believe me. We should have kept the oil. And, you know what? We should have given the oil...</p><p>(BELL BRINGING)</p><p>...We should've given big chunks to the people that lost their arms, their legs, and their families, and their sons, and daughters, because right now, you know who has a lot of that oil? Iran, and ISIS.</p><p>"
"1254","FIORINA: You know, Mr. Trump fancies himself a very good negotiator. And, I accept that he's done a lot of good deals, so, Mr. Trump 'ought to know that we should not speak to people from a position of weakness. Senator Paul should know that as well.</p><p>One of the reasons I've said that I would not be talking to Vladimir Putin right now, although I have met him as well, not in a green room for a show, but in a private meeting.</p><p>(LAUGHTER) (APPLAUSE) (CHEERING)</p><p>"
"1255","FIORINA: One of the reasons I've said I wouldn't be talking to Vladimir Putin right now is because we are speaking to him from a position of weakness brought on by this administration, so, I wouldn't talk to him for awhile, but, I would do this. I would start rebuilding the Sixth Fleet right under his nose, rebuilding the military -- the missile defense program in Poland right under his nose. I would conduct very aggressive military exercises in the Baltic States so that he understood we would protect our NATO allies...</p><p>(BELL RINGING)</p><p>...and I might also put in a few more thousand troops into Germany, not to start a war, but to make sure that Putin understand that the United States of America will stand with our allies. That is why Governor Bush is correct. We must have a no fly zone in Syria because Russia cannot tell the United States of America where and when to fly our planes. We also have a set of allies...</p><p>(APPLAUSE)</p><p>"
"1256","FIORINA: ...We also have a set of allies in the Arab Middle East that know that ISIS is their fight. They have asked us specifically over, and over again to support them. King Abdullah of Jordan, a man I've known for a very long time, has asked us for bombs and material, we have not provided it.</p><p>The Egyptians are asking us to share intelligence, we are not, I will. The Kurds have asked us to arm them for three years, we are not, I would. The Egyptians, the Saudis, the Kuwaitis, the Bahrain's, the Emirati, the Kurds...</p><p>(BELL RINGING)</p><p>...all of these, I know, by the way, understand ISIS is their fight, but they must see leadership support and resolve from the United States of America...</p><p>"
"1257","MALE: ...let me follow up that...</p><p>"
"1258","FIORINA: ...we have the strongest military on the face of the planet, and everyone has to know it.</p><p>"
"1259","Mods: Senator Paul...</p><p>(APPLAUSE) (CHEERING)</p><p>"
"1260","Mods: Senator Paul, you have already said, sir, that that would be a mistake in not talking to Vladimir Putin, or to rule it out. You've argued that it's never a good idea to close down communication. With that in mind, do you think the same applies to administration efforts right now to include the Iranians in talks on Syria?</p><p>"
"1261","PAUL: I'd like first to respond to the acquisition, we should -- I think it's particularly naive, particularly foolish to think that we're not going to talk to Russia. The idea of a no fly zone, realize that this is also something that Hillary Clinton agrees with several on our side with, you're asking for a no fly zone in an area in which Russia already flies.</p><p>Russia flies in that zone at the invitation of Iraq. I'm not saying it's a good thing, but you better know at least what we're getting into. So, when you think it's going to be a good idea to have a no fly zone over Iraq, realize that means you are saying we are going to shoot down Russian planes. If you're ready for that, be ready to send your sons and daughters to another war in Iraq.</p><p>I don't want to see that happen. I think the first war in Iraq was a mistake...</p><p>(CHEERING) (APPLAUSE)</p><p>"
"1262","PAUL: You can be strong without being involved in every civil war around the war...</p><p>"
"1263","MALE: (INAUDIBLE)</p><p>"
"1264","Mods: ...Well, then how would you respond?</p><p>"
"1265","PAUL: Ronald Reagan was strong, but Ronald Reagan didn't...</p><p>"
"1266","FIORINA: ...Ronald Reagan walked away at Reykjavik.</p><p>"
"1267","PAUL: ...send troops into the Middle East...</p><p>"
"1268","FIORINA: ...he walked away, he quit talks...</p><p>"
"1269","PAUL: ...Can I finish...</p><p>"
"1270","FIORINA: ...when it was time to quit talking...</p><p>"
"1271","PAUL: ...Can I finish my time?</p><p>"
"1272","TRUMP: Why does she keep interrupting everybody?</p><p>(LAUGHTER) </p><p>"
"1273","TRUMP: Terrible.</p><p>(BOOING)</p><p>"
"1274","PAUL: Yes, I would like to finish my response, basically.</p><p>"
"1275","RUBIO: You know, if I may respond...</p><p>"
"1276","PAUL: This is an important question. This is an incredibly important question. And the question goes to be, who do we want to be our commander-in-chief? Do you want a commander-in-chief who says something that we never did throughout the entire Cold War, to discontinue having conversations with the Russians? </p><p>I am not happy about them flying over there. But I'm not naive enough to say, well, Iraq has them flying over their airspace, we're just going to announce that we're shooting them down? </p><p>That is naive to the point of being something you might hear in junior high. But it's scary...</p><p>(CROSSTALK) </p><p>"
"1277","Mods: But if you're not going to respond in a no-fly zone strategy, what would yours be? </p><p>"
